tsp_6_2.txt 10 6 80  { 0 5 1 2 3 4 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Boltzman
3773;80.9688;19;10;0;10
3399;63.06;155;10;0;100
2972;42.5659;1508;10;0;1000
2872;37.7842;14929;10;0;10000
3674;76.2158;27;100;0;10
3192;53.0935;230;100;0;100
3051;46.3741;2268;100;0;1000
2759;32.3645;22365;100;0;10000
3725;78.6619;36;1000;0;10
3306;58.5612;309;1000;0;100
3076;47.5444;3006;1000;0;1000
2773;33.036;30228;1000;0;10000
3660;75.5635;44;10000;0;10
3278;57.2566;384;10000;0;100
2993;43.5923;3764;10000;0;1000
2740;31.4388;37531;10000;0;10000
gr21.tsp 10 21 2707 No optimal path
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
6268;131.57;42;10;0.9;10
5483;102.579;277;10;0.9;100
5200;92.1278;2679;10;0.9;1000
4796;77.1703;27008;10;0.9;10000
5874;117.008;97;10;0.99;10
5387;99.0137;846;10;0.99;100
4869;79.867;8311;10;0.99;1000
4743;75.2124;83074;10;0.99;10000
5641;108.386;305;10;0.999;10
5098;88.3413;2746;10;0.999;100
4871;79.9446;27205;10;0.999;1000
4555;68.2896;267799;10;0.999;10000
5266;94.5364;965;10;0.9999;10
4982;84.0525;8551;10;0.9999;100
4666;72.3827;83230;10;0.9999;1000
4318;59.5198;830551;10;0.9999;10000
6265;131.467;43;100;0.9;10
5521;103.956;358;100;0.9;100
5213;92.5859;3471;100;0.9;1000
4738;75.0351;34623;100;0.9;10000
5855;116.317;134;100;0.99;10
5331;96.9487;1172;100;0.99;100
4971;83.6424;11570;100;0.99;1000
4717;74.2741;115717;100;0.99;10000
5601;106.93;425;100;0.999;10
5126;89.3683;3800;100;0.999;100
4764;76.0177;36969;100;0.999;1000
4496;66.1138;373818;100;0.999;10000
5461;101.758;1299;100;0.9999;10
4858;79.4607;11679;100;0.9999;100
4664;72.3125;117510;100;0.9999;1000
